label,quote
1,whatever the present moment contains accept it as if you had chosen it always work with it not against it
0,for a film that celebrates radical  nonconformist values  what to do in case of fire  lazily and glumly settles into a most traditional  reserved kind of filmmaking 
0,a film that suffers because of its many excesses 
1,may we think of freedom not as the right to do as we please but as the opportunity to do what is right
1,then give to the world the best you have and the best will come back to you
1,if you really want to do something youll find a way if you dont youll find an excuse
1,gratitude unlocks the fullness of life it turns what we have into enough and more it turns denial into acceptance chaos to order confusion to clarity it can turn a meal into a feast a house into a home a stranger into a friend gratitude makes sense of our past brings peace for today and creates a vision for tomorrow
0,it is just too bad the films story does not live up to its style 
0,been there  done that  liked it much better the first time around  when it was called the professional 
0,a stale retread of the 53 original 
0,make no mistake  ivans xtc  is a mess 
1,you never know how strong you are until being strong is the only choice you have
0,despite a powerful portrayal by binoche  its a period romance that suffers from an overly deliberate pace and uneven narrative momentum 
0,the chteau would have been benefited from a sharper  cleaner script before it went in front of the camera  not to mention a sharper  cleaner camera lens 
1,let us be grateful to the people who make us happy they are the charming gardeners who make our souls blossom
1,no pessimist ever discovered the secrets of the stars or sailed to an uncharted land or opened a new heaven to the horizon of the spirit
0,entertainment more disposable than hannabarberas halfhour cartoons ever were 
0,with nary a glimmer of selfknowledge  crane becomes more specimen than character  and auto focus remains a chilly  clinical lab report 
1,the privilege of a lifetime is being who you are
0,never inspires more than an interested detachment 
0,obviously  a lot of people wasted a lot of their time  including mine  on something very inconsequential 
0,alas  the blackandwhite archival footage of their act showcases pretty mediocre shtick 
1,manners are a sensitive awareness of the feelings of others if you have that awareness you have good manners no matter what fork you use
0,the movie obviously seeks to recreate the excitement of such 50s flicks as jules vernes 20  000 leagues under the sea and the george pal version of h  g  wells the time machine   but its storytelling prowess and special effects are both listless 
1,ambition is enthusiasm with a purpose
0,the most opaque  selfindulgent and just plain goofy an excuse for a movie as you can imagine 
0,the satire is unfocused  while the story goes nowhere 
0,dense and enigmatic    elusive    stagy and stilted
0,the verdict  two bodies and hardly a laugh between them 
1,the rarest truest beauty is visible only to the heart
0,the film is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold 
1,success is the sum of small efforts repeated day in and day out
1,gratitude is the beginning of civility of decency and goodness of a recognition that we cannot afford to be arrogant we should walk with the knowledge that we will need help every step of the way
0,the film is way too full of itself  its stuffy and pretentious in a givemeanoscar kind of way 
1,the smallest change in perspective can transform a life what tiny attitude adjustment might turn your world around
1,the person who makes a success of living is the one who sees his goal steadily and aims for it unswervingly that is dedication
0,loud  silly  stupid and pointless 
1,hope smiles from the threshold of the year to come whispering it will be happier
0,largely a forfans artifact 
0,all in all  theres only one thing to root for  expulsion for everyone 
1,the simple act of caring is heroic
1,there are no mistakes in life only lessons there is no such thing as a negative experience only opportunities to grow learn and advance along the road of selfmastery
1,acceptance is simply love in practice when you love you accept when you lack love you judge
0,yes they can swim  the title is merely annesophie birots offhanded way of saying girls find adolescence difficult to wade through 
0,has all the complexity and realistic human behavior of an episode of general hospital 
1,show me someone who has done something worthwhile and ill show you someone who has overcome adversity
0,like its title character  esther kahn is unusual but unfortunately also irritating 
0,done in mostly by a weak script that cant support the epic treatment 
1,you can choose courage or you can choose comfort but you cannot choose both
0,its difficult to imagine the process that produced such a script  but heres guessing that spray cheese and underarm noises played a crucial role 
1,i am only one but i am one i cannot do everything but i can do something and i will not let what i cannot do interfere with what i can do
0,lawrence preaches strictly to the converted 
0,a pretentious mess 
0,van wilder has a builtin audience  but only among those who are drying out from spring break and are still unconcerned about what they ingest 
0,fails to bring as much to the table 
0,im not suggesting that you actually see it  unless youre the kind of person who has seen every wim wenders film of the 70s 
0,formula 51 has dulled your senses faster and deeper than any recreational drug on the market 
0,its an odd show  pregnant with moods  stillborn except as a harsh conceptual exercise 
0,human nature talks the talk  but it fails to walk the silly walk that distinguishes the merely quirky from the surreal 
1,to persist with a goal you must treasure the dream more than the costs of sacrifice to attain it
0,amid the shock and curiosity factors  the film is just a corny examination of a young actress trying to find her way 
1,nature is painting for us day after day pictures of infinite beauty
1,you can easily judge the character of others by how they treat those who can do nothing for them
0,rather less than the sum of its underventilated prefils confrontations 
1,the unselfish effort to bring cheer to others will be the beginning of a happier life for ourselves
0,plays like some corny television production from a bygone era
1,effort only fully releases its reward after a person refuses to quit
1,now is no time to think of what you do not have think of what you can do with what there is
1,do not let making a living prevent you from making a life
0,these people wouldnt know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance 
0,spyvs  spy action flick with antonio banderas and lucy liu never comes together 
1,working hard is important but there is something that matters even more believing in yourself
0,merchant hasnt directed this movie so much as produced it  like sausage 
0,to my taste  the films comic characters come perilously close to being amoses and andys for a new generation 
0,theres no question that epps scores once or twice  but its telling that his funniest moment comes when he falls about ten feet onto his head 
1,the price of success is hard work dedication to the job at hand and the determination that whether we win or lose we have applied the best of ourselves to the task at hand
0,late marriages stiffness is unlikely to demonstrate the emotional clout to sweep u  s  viewers off their feet 
0,something must have been lost in the translation 
1,being thankful is not always experienced as a natural state of existence we must work at it akin to a type of strength training for the heart
0,the humor is forced and heavyhanded  and occasionally simply unpleasant 
0,director oliver parker labors so hard to whip life into the importance of being earnest that he probably pulled a muscle or two 
1,selfcare is a deliberate choice to gift yourself with people places things events and opportunities that recharge our personal battery and promote whole health body mind and spirit
1,you cant change how people treat you or what they say about you all you can do is change how you react to it
1,there is a loftier ambition than merely to stand high in the world it is to stoop down and lift mankind a little higher
0,a lowbudget affair  tadpole was shot on digital video  and the images often look smeary and blurry  to the point of distraction  then again  in a better movie  you might not have noticed 
1,the way you get meaning into your life is to devote yourself to loving others devote yourself to your community around you and devote yourself to creating something that gives you purpose and meaning
0,despite impeccable acting    and a script that takes some rather unexpected  even  at times  preposterous  turns  love is just too  too precious in the end 
0,its just not very smart 
0,this will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things 
1,theres not a word yet for old friends whove just met
0,john carlens script is full of unhappy  twodimensional characters who are anything but compelling 
0,directors john musker and ron clements  the team behind the little mermaid  have produced sparkling retina candy  but they arent able to muster a lot of emotional resonance in the cold vacuum of space 
0,avarys film never quite emerges from the shadow of ellis book 
1,failure will never overtake me if my determination to succeed is strong enough
1,when nothing is sure everything is possible
0,the narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking mystery science theater 3000 guys 
1,only when were brave enough to explore the darkness will we discover the infinite power of our light
0,   tackling a lowbudget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry 
1,mindfulness is the aware balanced acceptance of the present experience it is opening to or receiving the present moment pleasant or unpleasant just as it is without either clinging to it or rejecting it
0,a generic international version of a typical american horror film 
0,definitely a crowdpleaser  but then  so was the roman colosseum 
1,if you cant excel with talent triumph with effort
1,for what its worth its never too late or in my case too early to be whoever you want to be
0,the war of the roses   trailertrash style  entertaining but like shooting fish in a barrel 
1,you dont inspire your teammates by showing them how amazing you are you inspire them by showing them how amazing they are
0,feels strangely hollow at its emotional core 
0,the problem with all of this  its not really funny 
0,so putrid it is not worth the price of the match that should be used to burn every print of the film 
1,your opponent in the end is never really the player on the other side of the net or the swimmer in the next lane or the team on the other side of the field or even the bar you must highjump your opponent is yourself your negative internal voices your level of determination
1,maybe who we are isnt so much about what we do but rather what were capable of when we least expect it
1,your vision becomes clear when you look inside your heart who looks outside dreams who looks inside awakens
0,looks and feels like a project better suited for the small screen 
0,instead of a balanced film that explains the zeitgeist that is the x games  we get a cinematic postcard thats superficial and unrealized 
1,the most important thing in communication is to hear what isnt being said
0,friday after next has the same problem that next friday did  its called wheres chris tucker when you need him 
1,a pessimist sees the difficulty in every opportunity an optimist sees the opportunity in every difficulty
1,our soul desires to be understanding our ego is only concerned with being understood when you are being understanding you are connected to your soul
0,the emperors club is one of those films that possesses all the good intentions in the world  but   
0,one big blustery movie where nothing really happens  when it comes out on video  then its the perfect cure for insomnia 
1,laughter is proof of hope
0,even by dumb actionmovie standards  ballistic  ecks vs  sever is a dumb action movie 
0,mediocre fable from burkina faso 
1,our similarities bring us to a common ground our differences allow us to be fascinated by each other
1,pride is concerned with who is right humility is concerned with what is right
0,a fairly bythebooks blend of action and romance with sprinklings of intentional and unintentional comedy 
1,never look down to test the ground before taking your next step only he who keeps his eye fixed on the far horizon will find his right road
0,an unsatisfying hybrid of blair witch and typical stalkandslash fare  where the most conservative protagonist is always the last one living 
1,i sustain myself with the love of family
0,jawdroppingly superficial  straining to get by on humor that is not even as daring as john ritters glory days on threes company 
1,learn to love without condition talk without bad intention give without any reason and most of all care for people without any expectation
0,this is a poster movie  a mediocre tribute to films like them 
0,technically and artistically inept 
1,i think at a childs birth if a mother could ask a fairy godmother to endow it with the most useful gift that gift would be curiosity
1,to live a life fulfilled reflect on the things you have with gratitude
1,people are like stainedglass windows they sparkle and shine when the sun is out but when the darkness sets in their true beauty is revealed only if there is a light from within
0,one of the worst movies of the year     watching it was painful 
1,then one day when you least expect it the great adventure finds you
1,sometimes carrying on just carrying on is the superhuman achievement
0,the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horroraction hybrid 
1,how do we change the world one random act of kindness at a time
1,the first time i read an excellent book it is to me just as if i had gained a new friend
1,a day without laughter is a day wasted
0,there are plot holes big enough for shamu the killer whale to swim through 
1,sincere compliments cost nothing and can accomplish much
1,im beginning to recognize that real happiness isnt something large and looming on the horizon ahead but something small numerous and already here the smile of someone you love a decent breakfast the warm sunset your little everyday joys all lined up in a row
0,the only thing to fear about  fear dot com  is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film 
1,those who make compassion an essential part of their lives find the joy of life kindness deepens the spirit and produces rewards that cannot be completely explained in words it is an experience more powerful than words to become acquainted with kindness one must be prepared to learn new things and feel new feelings kindness is more than a philosophy of the mind it is a philosophy of the spirit
0,painfully padded 
1,you are never given a wish without also being given the power to make it come true you may have to work for it however
1,youre off to great places today is your day your mountain is waiting so get on your way
0,director roger michell does so many of the little things right that its difficult not to cuss him out severely for bungling the big stuff 
0,one gets the impression the creators of dont ask dont tell laughed a hell of a lot at their own jokes  too bad none of it is funny 
0,too stupid to be satire  too obviously hateful to be classified otherwise  frank novaks irritating slice of lumpen life is as reliably soulkilling as its title is nearly meaningless 
0,a quaint  romanticized rendering 
0,feels like one of those contrived  onlyin hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk 
0,jones helps breathe some life into the insubstantial plot  but even he is overwhelmed by predictability 
0,madonna still cant act a lick 
0,writerdirector ritchie reduces wertmullers social mores and politics to tiresome jargon 
1,bravery is the audacity to be unhindered by failures and to walk with freedom strength and hope in the face of things unknown
0,the spalding gray equivalent of a teen grossout comedy 
1,at times our own light goes out and is rekindled by a spark from another person each of us has cause to think with deep gratitude of those who have lit the flame within us
0,to the filmmakers  ivan is a prince of a fellow  but he comes across as shallow and glib though not meanspirited  and theres no indication that hes been responsible for putting together any movies of particular value or merit 
1,what lies behind us and what lies before us are but tiny matters compared to what lies within us
1,it is time for us all to stand and cheer for the doer the achiever the one who recognizes the challenges and does something about it
1,education breeds confidence
1,there is one spectacle grander than the sea that is the sky there is one spectacle grander than the sky that is the interior of the soul
1,the mediocre teacher tells the good teacher explains the superior teacher demonstrates the great teacher inspires
0,the biggest problem with roger avarys uproar against the mpaa is that  even in all its directors cut glory  hes made a film thats barely shocking  barely interesting and most of all  barely anything 
1,you must live in the present launch yourself on every wave find your eternity in each moment fools stand on their island of opportunities and look toward another land there is no other land there is no other life but this
0,harrisons flowers puts its heart in the right place  but its brains are in no particular place at all 
0,   theres a choppy  surfaceeffect feeling to the whole enterprise 
0,who  exactly  is fighting whom here  ah  yes  that would be me  fighting off the urge to doze 
0,devoid of any of the qualities that made the first film so special 
0,the films implicit premise is that the faith of the tonga people is in every way inferior to that of john 
0,   stale and uninspired 
0,solondz is without doubt an artist of uncompromising vision  but that vision is beginning to feel  if not morally bankrupt  at least terribly monotonous 
0,the overall feel of the film is pretty cheesy  but theres still a real sense that the star trek tradition has been honored as best it can  given the embarrassing script and weak direction 
1,go into the world and do well but more importantly go into the world and do good
0,this movie sucks  
0,a real snooze 
0,barry sonnenfeld owes frank the pug big time
0,the filmmakers needed more emphasis on the storytelling and less on the glamorous machine that thrusts the audience into a future they wont much care about 
0,wanker goths are on the loose  run for your lives 
0,cattaneo reworks the formula that made the full monty a smashing success    but neglects to add the magic that made it all work 
0,the two leads are almost good enough to camouflage the dopey plot  but so much naturalistic small talk  delivered in almost muffled exchanges  eventually has a lulling effect 
0,   stumbles over every cheap trick in the book trying to make the outrage come even easier 
1,creativity is intelligence having fun
0,if the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you  the simplistic heaven will quite likely be more like hell 
0,the direction  by george hickenlooper  has no snap to it  no wiseacre crackle or hardbitten cynicism 
0,an overblown clunker full of bad jokes  howling cliches and bythenumbers action sequences 
0,although hupperts intensity and focus has a raw exhilaration about it  the piano teacher is anything but fun 
1,cheers to a new year and another chance for us to get it right
1,no act of kindness is too small the gift of kindness may start as a small ripple that over time can turn into a tidal wave affecting the lives of many
0,the lousy lead performances    keep the movie from ever reaching the comic heights it obviously desired 
0,an unintentional parody of every teen movie made in the last five years 
1,what greater thing is there for human souls than to feel that they are joined for life to be with each other in silent unspeakable memories
0,no one can doubt the filmmakers motives  but the guys still feels counterproductive 
0,complex  sinuously plotted and  somehow  offputtingly cold 
1,all human beings should try to learn before they die what they are running from and to and why
1,not knowing when the dawn will come i open every door
1,practice isnt the thing you do once youre good its the thing you do that makes you good
0,ben affleck as jack ryan  tom clancys intrepid hero  ridiculous  whats next  d  j  qualls as indiana jones  or tom green as han solo 
0,flashy  pretentious and as impenetrable as morverns thick  workingclass scottish accent 
0,   the good and different idea of middleaged romance is not handled well and  except for the fine star performances  there is little else to recommend  never again  
0,degenerates into hogwash 
0,this isnt just the cliffsnotes version of nicholas nickleby  its the cliffsnotes with pages missing 
0,dreary  highly annoying    some body will appeal to no one 
0,the script covers huge  heavy topics in a bland  surfacey way that doesnt offer any insight into why  for instance  good things happen to bad people 
0,good for a few unintentional laughs   extreme ops  was obviously made for the  xxx  crowd  people who enjoy mindless action without the benefit of decent acting  writing  and direction 
0,did the film inform and educate me  yes  did it move me to care about what happened in 1915 armenia  no  and that is where ararat went astray 
0,without a fresh infusion of creativity  4ever is neither a promise nor a threat so much as wishful thinking 
0,so much about the film is loopy and ludicrous    that it could have been a hoot in a badmovie way if the laborious pacing and endless exposition had been tightened 
0,succeeds in providing a disquiet world the longdreaded completion of the police academy series 
0,whatever eyres failings as a dramatist  he deserves credit for bringing audiences into this hard and bitter place 
0,while the material is slight  the movie is better than you might think 
0,a poorly scripted  preachy fable that forgets about unfolding a coherent  believable story in its zeal to spread propaganda 
1,the time is always right to do what is right
1,if you have a dream dont just sit there gather courage to believe that you can succeed and leave no stone unturned to make it a reality
0,i would have preferred a transfer down the hall to mr  hollands class for the music  or to robin williamss lecture so i could listen to a teacher with humor  passion  and verve 
0,short and sweet  but also more than anything else slight tadpole pulls back from the consequences of its own actions and revelations 
1,courtesy is a small act but it packs a mighty wallop
1,find the goodand praise it
1,love in action is service
0,its harmless  diverting fluff  but its hard to imagine a more generic effort in the genre 
0,ken russell would love this  in one scene  we get a stab at soccer hooliganism  a doublebarreled ripoff of quentin tarantinos climactic shootout  and meat loaf explodes 
0,its an 88minute highlight reel thats 86 minutes too long 
0,this one is certainly wellmeaning  but its also simpleminded and contrived 
1,a leader is a dealer in hope
0,crikey indeed 
1,the real voyage of discovery lies not in seeking new lands but in seeing with new eyes
0,has a long and clunky ending    which forces the audience to fidget through ten pseudoserious minutes while waiting for the ending credits and the deleted scenes montage to break the audiences awkward silence
0,tambor and clayburgh make an appealing couple  hes understated and sardonic  shes appealingly manic and energetic  both deserve better 
1,the more that you read the more things you will know the more that you learn the more places youll go
0,the movie is too impressed with its own solemn insights to work up much entertainment value 
0,entertaining enough  but nothing new
1,wherever you turn you can find someone who needs you even if it is a little thing do something for which there is no pay but the privilege of doing it remember you dont live in the world all of your own
0,strong filmmaking requires a clear sense of purpose  and in that ohsoimportant category  the four feathers comes up short 
1,it is the province of knowledge to speak and it is the privilege of wisdom to listen
0,sometimes there are very  very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely 
1,we dont receive wisdom we must discover it for ourselves after a journey that no one can take for us or spare us
0,if this is cinema  i pledge allegiance to cagney and lacey 
1,what we do today right now will have an accumulated effect on all our tomorrows
1,if character is what you do when no one is watching then sportsmanship is that conduct with everybody watching
0,the film is so busy making reference to other films and trying to be other films that it fails to have a heart  mind or humor of its own 
0,shes not yet an actress  not quite a singer   
0,scherfig  who has had a successful career in tv  tackles more than she can handle 
1,we must take care of our families wherever we find them
0,malone does have a gift for generating nightmarish images that will be hard to burn out of your brain  but the movies narrative hook is way too muddled to be an effectively chilling guilty pleasure 
0,give shapiro  goldman  and bolado credit for good intentions  but theres nothing here that they couldnt have done in half an hour 
1,laughing cheerfulness throws the light of day on all the paths of life
1,may light always surround you hope kindle and rebound you may your hurts turn to healing your heart embrace feeling may wounds become wisdom every kindness a prism may laughter infect you your passion resurrect you may goodness inspire your deepest desires through all that you reach for may your arms never tire
1,i think of a hero as someone who understands the degree of responsibility that comes with his freedom
1,loyalty is a decision a resolution of the soul
1,when you realize nothing is lacking the whole world belongs to you
1,each time we face our fear we gain strength courage and confidence in the doing
0,the problems of the people in love in the time of money are hardly specific to their era  they just have problems  which are neither original nor are presented in convincing way 
0,the cumulative effect of the relentless horror on parade numbs the movies power as a work of drama 
0,a dark  dull thriller with a parting shot that misfires 
0,like most sequels  it takes what worked last time  repeats it and adds more characters  more stunts  more stuff in attempt to camouflage its sameness 
1,be who you are and say what you feel because in the end those who matter dont mind and those who mind dont matter
0,the slapstick is labored  and the bigger setpieces flat 
1,surrender to what is let go of what was have faith in what will be
0,this is a movie that starts out like heathers  then becomes bring it on  then becomes unwatchable 
1,if it doesnt challenge you it doesnt change you
0,rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories 
1,in the end just three things matter how well we have lived how well we have loved how well we have learned to let go
1,practice civility toward one another admire and emulate ethical behavior wherever you find it apply a rigid standard of morality to your lives and if periodically you fail as you surely will adjust your lives not the standards
1,pray not for easy lives pray to be stronger men
1,do not dwell in the past do not dream of the future concentrate the mind on the present moment
0,an unholy mess  driven by the pathetic idea that if you shoot something on crummylooking videotape  it must be labelled hip  innovative and realistic 
0,dignified ceos meet at a rustic retreat and pee against a tree  can you bear the laughter 
1,we are made to persist thats how we find out who we are
1,having kidsthe responsibility of rearing good kind ethical responsible human beingsis the biggest job anyone can embark on
0,the documentary does little  apart from raising the topic  to further stoke the conversation 
0,it almost plays like solaris  but with guns and jokes 
1,mind body soul these are the three things selfcare is all about
1,i will sprinkle compliments and uplifting words everywhere i go
1,if you dont stick to your values when they are being tested theyre not values theyre hobbies
1,the foundation of freedom is unity
0,should have gone straight to video  it looks like an action movie  but its so poorly made  on all levels  that it doesnt even qualify as a spoof of such 
1,ah kindness what a simple way to tell another struggling soul that there is love to be found in the world
0,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of selfimportance   
1,to find the universal elements enough to find the air and the water exhilarating to be refreshed by a morning walk or an evening saunter to be thrilled by the stars at nightthese are some of the rewards of the simple life
0,a broad  melodramatic estrogen opera thats pretty toxic in its own right 
0,i have to admit i walked out of runteldat  i did go back and check out the last 10 minutes  but these were more repulsive than the first 30 or 40 minutes 
1,be humble in your confidence yet courageous in your character
1,ask not for an easy lifeask for the strength to face the elements to weather the storms to be the might for the right and the weak to be the voice for those who cannot speak to see ones dreams to fruition with dignity integrity and grace
1,there never was any heart truly great and generous that was not also tender and compassionate
0,its sweet    but just a little bit too precious at the start and a little too familiar at the end 
1,the people closest to me determine my level of success or failure the better they are the better i am and if i want to go to the highest level i can do it only with the help of other people we have to take each other higher
1,i am not afraid i was born to do this
0,the three leads produce adequate performances  but whats missing from this material is any depth of feeling 
0,at times  it actually hurts to watch 
0,odd and weird 
0,it desperately wants to be a wacky  screwball comedy  but the most screwy thing here is how so many talented people were convinced to waste their time 
1,it may take courage to embrace the possibilities of your own potential but once youve flown past the summit of your fears nothing will seem impossible
0,the only way to tolerate this insipid  brutally clueless film might be with a large dose of painkillers 
0,an occasionally interesting but mostly repetitive look at a slice of counterculture that might be best forgotten 
1,in any moment of decision the best thing you can do is the right thing the next best thing is the wrong thing and the worst thing you can do is nothing
0,never again  while nothing special  is pleasant  diverting and modest  definitely a step in the right direction 
1,people can do whatever they want if they just set their heart to it and just never give up and just go out there and do it
0,choppy editing and too many repetitive scenes spoil what could have been an important documentary about standup comedy 
1,the most powerful efficient energy source in the world is your own mind explore and discover that it can make creative fuel from anything
0,an occasionally funny  but overall limp  fishoutofwater story 
0,leaves viewers out in the cold and undermines some phenomenal performances 
1,joy is not in things it is in us
1,have the courage to follow your heart and intuition they somehow already know what you truly want to become
1,a pessimist they say sees a glass as being half empty an optimist sees the same glass as half full but a giving person sees a glass of water and starts looking for someone who might be thirsty
1,each of us can look back upon someone who made a great difference in our lives someone whose wisdom or simple acts of caring made an impression upon us in all likelihood it was someone who sought no recognition for their deed other than the joy of knowing that by their hand anothers life had been made better
1,compassion for others begins with kindness to ourselves
1,genius is inspiration and perspiration
0,the film goes from being an unusual scifi character study to a chase flick that detracts from its ending 
1,create what sets your heart on fire and it will illuminate the path ahead
1,the only thing worse than being blind is having sight and no vision
0,the most repugnant adaptation of a classic text since roland joff and demi moores the scarlet letter 
1,always reward your long hours of labor surrounded by your family nurture their love carefully remembering that your children need models not critics and even if you have failed at all else in the eyes of the world if you have a loving family you are a success
0,flat  misguided comedy 
1,you are what you give not what you are given
0,this is the first film ive ever seen that had no obvious directing involved 
0,writerdirector walter hill and cowriter david giler try to create characters out of the obvious cliches  but wind up using them as punching bags 
0,a big fat pain 
0,what more can be expected from a college comedy thats target audience hasnt graduated from junior high school 
0,has all the depth of a wading pool 
1,we find greatest joy not in getting but in expressing what we are men do not really live for honors or for pay their gladness is not the taking and holding but in doing the striving the building the living it is a higher joy to teach than to be taught it is good to get justice but better to do it fun to have things but more to make them the happy man is he who lives the life of love not for the honors it may bring but for the life itself
0,family togetherness takes a back seat to interfamily rivalry and workplace ambition133  whole subplots have no explanation or even plot relevance 
1,you dont learn to walk by following rules you learn by doing and by falling over
0,roman polanski directs the pianist like a surgeon mends a broken heart  very meticulously but without any passion 
1,we havent all had the good fortune to be ladies we havent all been generals or poets or statesmen but when the toast works down to the babies we stand on common groundfor we have all been babies
1,if you really want to do something you will work hard for it
1,dont just aspire to make a living aspire to make a difference
1,in the end the number of prayers we say may contribute to our happiness but the number of prayers we answer may be of even greater importance
0,fincher takes no apparent joy in making movies  and he gives none to the audience 
1,wouldnt it be powerful if you fell in love with yourself so deeply that you would do just about anything if you knew it would make you happy this is precisely how much life loves you and wants you to nurture yourself the deeper you love yourself the more the universe will affirm your worth then you can enjoy a lifelong love affair that brings you the richest fulfillment from inside out
1,gratitude can transform common days into thanksgivings turn routine jobs into joy and change ordinary opportunities into blessings
1,always be yourself and have faith in yourself
0,the christ allegory doesnt work because there is no foundation for it
0,a perfect example of rancid  wellintentioned  but shamelessly manipulative movie making 
0,tennessee williams by way of oprahs book club 
0,in its best moments  resembles a bad high school production of grease  without benefit of song 
1,what soap is to the body laughter is to the soul
0,the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart 
0,starts out strongly before quickly losing its focus  point and purpose in a mess of mixed messages  overblown drama and bruce willis with a scar 
0,both overstuffed and undernourished    the film cant be called a solid success  although theres plenty of evidence here to indicate clooney might have better luck next time 
0,the latest adam sandler assault and possibly the worst film of the year 
0,an allegory concerning the chronically mixed signals african american professionals get about overachieving could be intriguing  but the supernatural trappings only obscure the message 
0,with all the sympathy  empathy and pity fogging up the screen    his secret life enters the land of unintentional melodrama and tiresome love triangles 
0,a movie thats held captive by mediocrity  not bad  but not all that good  bacon keeps things interesting  but dont go out of your way to pay full price 
1,i felt my lungs inflate with the onrush of sceneryair mountains trees people i thought this is what it is to be happy
1,rivers know this there is no hurry we shall get there some day
1,peace is its own reward
1,forget yesterday it has already forgotten you dont sweat tomorrow you havent even met instead open your eyes and your heart to a truly precious gift today
0,there are now two signs that m  night shyamalans debut feature sucked up all he has to give to the mystic genres of cinema  unbreakable and signs 
0,ice age posits a heretofore unfathomable question  is it possible for computergenerated characters to go through the motions 
0,a movie that tries to fuse the two woods but winds up a bollyholly masala mess 
0,it takes a really long  slow and dreary time to dope out what tuck everlasting is about  so here it is  its about a family of sour immortals 
1,the power of love to change bodies is legendary built into folklore common sense and everyday experience love moves the flesh it pushes matter around throughout history tender loving care has uniformly been recognized as a valuable element in healing
0,the overall feel is not unlike watching a glorified episode of  7th heaven  
1,i will follow the upward road today i will keep my face to the light i will think high thoughts as i go my way i will do what i know is right i will look for the flowers by the side of the road i will laugh and love and be strong i will try to lighten anothers load this day as i fare along
1,let us develop respect for all living things let us try to replace violence and intolerance with understanding compassion and love
0,nelsons intentions are good  but the end result does no justice to the story itself  its horribly depressing and not very well done 
1,in the confrontation between the stream and the rock the stream always wins not through strength but by perseverance
1,health is the greatest of all possessions a pale cobbler is better than a sick king
1,may you always be blessed with walls for the wind a roof for the rain a warm cup of tea by the fire laughter to cheer you those you love near you and all that your heart might desire
1,all the world is made of faith and trust and pixie dust
1,we can learn to see each other and see ourselves in each other and recognize that human beings are more alike than we are unalike
1,do it again play it again sing it again read it again write it again sketch it again rehearse it again run it again try it again because again is practice and practice is improvement
0,its not a particularly good film  but neither is it a monsterous one 
1,what sunshine is to flowers smiles are to humanity
1,find out where joy resides and give it a voice far beyond singing for to miss the joy is to miss all
1,knowing trees i understand the meaning of patience knowing grass i can appreciate persistence
1,let us always meet each other with smile for the smile is the beginning of love
0,a boring  formulaic mix of serial killers and stalknslash 
0,the master of disguise is funnynot  ha ha  funny   dead circus performer  funny  and for all the wrong reasons besides 
0,one of the worst movies of the year 
0,an unpredictable blend of galpal smart talk  romantic comedy and dark tragedy that bites off considerably more than writerdirector john mckay can swallow 
1,when being together is more important than what you do you are with a friend
0,the movie is too cute to take itself too seriously  but it still feels like it was made by some very stoned college students 
0,the movie turns out to be assayas homage to the gallic tradition of quality   in all its fusty squareness 
0,theres an audience for it  but it could have been funnier and more innocent 
1,a good coach can change a game a great coach can change a life
0,few of the increasingly farfetched events that firsttime writerdirector neil burger follows up with are terribly convincing  which is a pity  considering barrys terrific performance 
1,gratitude is a powerful catalyst for happiness its the spark that lights a fire of joy in your soul
1,good manners will open doors that the best education cannot
1,fitness is not about being better than someone else its about being better than you used to be
0,kapurs contradictory feelings about his material result in a movie that works against itself 
1,i claim to be a simple individual liable to err like any other fellow mortal i own however that i have humility enough to confess my errors and to retrace my steps
1,to be whole to be complete wildness reminds us what it means to be human what we are connected to rather than what we are separate from
0,like mike is a slight and uninventive movie  like the exalted michael jordan referred to in the title  many can aspire but none can equal 
0,for all of its insights into the dream world of teen life  and its electronic expression through cyber culture  the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 12hour running time 
1,for a seed to achieve its greatest expression it must come completely undone the shell cracks its insides come out and everything changes to someone who doesnt understand growth it would look like complete destruction
0,an even more predictable  clicheridden endeavor than its predecessor 
1,my family is my life and everything else comes second as far as whats important to me
0,how do you make a movie with depth about a man who lacked any  on the evidence before us  the answer is clear  not easily and  in the end  not well enough 
1,we take care of the future best by taking care of the present now
1,nothing is impossible the word itself says im possible
1,one must have the adventurous daring to accept oneself as a bundle of possibilities and undertake the most interesting game in the world making the most of ones best
1,ive been absolutely terrified every moment of my life and ive never let it keep me from doing a single thing that i wanted to do
0,nothing debases a concept comedy quite like the grinding of bad ideas  and showtime is crammed full of them 
1,great changes may not happen right away but with effort even the difficult may become easy
